timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673612787793,22061,HTTP Request-1,200,OK,LoadtestingSample 1-19,text,true,,113313,115,43,43,https://pathao.com/bn/,21511,0,0
1673612786146,23709,HTTP Request,200,OK,LoadtestingSample 1-50,text,true,,115953,227,43,43,https://pathao.com/bn/,1604,0,1416
1673612785946,23909,HTTP Request,200,OK,LoadtestingSample 1-23,text,true,,115958,227,43,43,https://pathao.com/bn/,1795,0,1605
1673612786146,1605,HTTP Request-0,302,Found,LoadtestingSample 1-50,text,true,,2630,112,43,43,https://pathao.com/,1604,0,1416
1673612785946,1795,HTTP Request-0,302,Found,LoadtestingSample 1-23,text,true,,2634,112,43,43,https://pathao.com/,1795,0,1605
1673612787751,22104,HTTP Request-1,200,OK,LoadtestingSample 1-50,text,true,,113323,115,43,43,https://pathao.com/bn/,21546,0,0
1673612787742,22113,HTTP Request-1,200,OK,LoadtestingSample 1-23,text,true,,113324,115,43,43,https://pathao.com/bn/,21465,0,0
1673612786255,23608,HTTP Request,200,OK,LoadtestingSample 1-61,text,true,,115950,227,40,40,https://pathao.com/bn/,1484,0,1307
1673612786255,1484,HTTP Request-0,302,Found,LoadtestingSample 1-61,text,true,,2634,112,40,40,https://pathao.com/,1484,0,1307
1673612787739,22124,HTTP Request-1,200,OK,LoadtestingSample 1-61,text,true,,113316,115,40,40,https://pathao.com/bn/,20951,0,0
1673612785945,23921,HTTP Request,200,OK,LoadtestingSample 1-7,text,true,,115943,227,40,39,https://pathao.com/bn/,1810,0,1617
1673612785945,1810,HTTP Request-0,302,Found,LoadtestingSample 1-7,text,true,,2632,112,40,39,https://pathao.com/,1810,0,1617
1673612787757,22109,HTTP Request-1,200,OK,LoadtestingSample 1-7,text,true,,113311,115,40,39,https://pathao.com/bn/,21873,0,0
1673612785942,23983,HTTP Request,200,OK,LoadtestingSample 1-12,text,true,,115960,227,38,38,https://pathao.com/bn/,1810,0,1632
1673612785942,1811,HTTP Request-0,302,Found,LoadtestingSample 1-12,text,true,,2636,112,38,38,https://pathao.com/,1810,0,1632
1673612787754,22171,HTTP Request-1,200,OK,LoadtestingSample 1-12,text,true,,113324,115,38,38,https://pathao.com/bn/,21938,0,0
1673612786263,23924,HTTP Request,200,OK,LoadtestingSample 1-62,text,true,,115945,227,37,37,https://pathao.com/bn/,1527,0,1323
1673612786263,1528,HTTP Request-0,302,Found,LoadtestingSample 1-62,text,true,,2630,112,37,37,https://pathao.com/,1527,0,1323
1673612787791,22396,HTTP Request-1,200,OK,LoadtestingSample 1-62,text,true,,113315,115,37,37,https://pathao.com/bn/,22291,0,0
1673612786625,23741,HTTP Request,200,OK,LoadtestingSample 1-98,text,true,,115960,227,36,36,https://pathao.com/bn/,1113,0,945
1673612786625,1114,HTTP Request-0,302,Found,LoadtestingSample 1-98,text,true,,2638,112,36,36,https://pathao.com/,1113,0,945
1673612787739,22627,HTTP Request-1,200,OK,LoadtestingSample 1-98,text,true,,113322,115,36,36,https://pathao.com/bn/,20960,0,0
1673612786342,24309,HTTP Request,200,OK,LoadtestingSample 1-70,text,true,,115952,227,35,35,https://pathao.com/bn/,1425,0,1217
1673612786342,1425,HTTP Request-0,302,Found,LoadtestingSample 1-70,text,true,,2632,112,35,35,https://pathao.com/,1425,0,1217
1673612787767,22884,HTTP Request-1,200,OK,LoadtestingSample 1-70,text,true,,113320,115,35,35,https://pathao.com/bn/,22532,0,0
1673612785945,24720,HTTP Request,200,OK,LoadtestingSample 1-13,text,true,,115941,227,34,34,https://pathao.com/bn/,1832,0,1653
1673612785945,1832,HTTP Request-0,302,Found,LoadtestingSample 1-13,text,true,,2630,112,34,34,https://pathao.com/,1832,0,1653
